IDS	QUESTIONS	ANSWER	AUDIO	INFO	CLUE	THEME	SUBTYPE	LEVEL	SEQ	TYPE	PERSON	TENSE	COMMENT	0	dedupeExact		dedupeVague															
1222	can they  _entertain_ themselves?	¿pueden _entretenerse_?	S1222	infinitive: entretener	p _e_	entertainment	a_gen	A2	1222	verb				entretener	entre																	
1223	señora: _enjoy yourself!_	_¡disfrutarse!_	S1223	infinitive: disfrutar(se)	_d_	entertainment	a_gen	A2	1223	verb				disfrutar(se)	disfr																	
1224	we are _looking forward to_ (it)	_lo esperamos con impaciencia_	S1224	infinitive: esperar con impaciencia::the “it” is required in Spanish	_l e c i_	entertainment	a_gen	A2	1224	verb				esperar con impaciencia	esper																	
1225	an entertaining _movie_	una _película_ divertida	S1225		u _p_ d	entertainment	movies	A2	1225	noun				película	pelíc																	
1226	loud _music_	_música_ alta	S1226		_m_ a	entertainment	music	A2	1226	noun				música	músic																	
1227	a happy _song_	una _canción_ alegre	S1227		u _c_ a	entertainment	music	A2	1227	noun				canción	canci																	
1228	amigo: would you like _to dance_?	¿quieres _bailar_?	S1228	infinitive: bailar	q _b_	entertainment	music	A2	1228	verb				bailar	baila																	
1229	amigo: what _are you singing_?	¿qué _estás cantando_?	S1229	infinitive: cantar	q _e c_	entertainment	music	A2	1229	verb				cantar	canta																	
1230	it was _fun_ for us	fue _divertido_ para nosotros	S1230	infinitive: divertirse : to have fun / to enjoy oneself	f _d_ p n	entertainment	status	A2	1230	noun				divertida	diver																	
1231	an _infectious_ disease	una enfermedad _infecciosa_	S1231	morph	u e _i_	news	health	A2	1231	descriptor				infeccioso	infec																	
1232	an _injured_ leg	una pierna _lesionada_	S1232	infinitive : lesionar : to injure (sports injuries mostly)	u p _l_	people	health	A2	1232	descriptor				lesionado	lesio																	
1233	my skin is _itchy_	mi piel _pica_	S1233	infinitive: picar : to itch	m p _p_	people	health	A2	1233	verb				pica	pica																	
1234	a _bad cold_	un _resfriado fuerte_	S1234		u _r f_	people	health	A2	1234	noun				resfriado fuerte	resfr																	
1235	_cough medicine_	_medicamento para  tos_	S1235		_m p  t_	people	health	A2	1235	noun				medicamento para  tos	medic																	
1236	terrible _diarrhea_	_diarrea_ terrible	S1236		_d_ t	people	health	A2	1236	noun				diarrea	diarr																	
1237	an _ear infection_	una _infección de oído_	S1237	morph	u _i d o_	people	health	A2	1237	noun				infección de oído	infec																	
1238	a _fever_	una _fiebre_	S1238	morph	u _f_	people	health	A2	1238	noun				fiebre	fiebr																	
1239	look after your _health_!	¡cuida tu _salud_!	S1239	salutation, salutary	c t _s_	people	health	A2	1239	noun				salud	salud																	
1240	as soon as he took the _tablet_	tan pronto como tomó la _pastilla_	S1240		t p c t l _p_	people	health	A2	1240	noun				pastilla	pasti																	
1241	she has been _coughing_	ha estado _tosiendo_	S1241	infinitive: toser	h e _t_	people	health	A2	1241	verb				toser	toser																	
1242	she will take her _medicine_	tomara su _medicamentos_	S1242	infinitive: tomar medicamentos	_t_ s _m_	people	health	A2	1242	verb				tomar medicamentos	tomar																	
1243	I need _antibiotics_	necesito _antibióticos_	S1243		n _a_	people	health	A2	1243	noun				antibióticos	antib																	
1244	a _healthy_ routine	una rutina _saludable_	S1244		u r _s_	people	health	A2	1244	descriptor				saludable	salud																	
1245	a terrible _disease_	una _enfermedad_ terrible	S1245	infermity	u _e_ t	news	health	A2	1245	noun				enfermedad	enfer																	
1246	I can't stop _sneezing_	no puedo dejar de _estornudar_	S1246	infinitive: estornudar	n p d d _e_	people	health	A2	1246	verb				estornudar	estor																	
1247	an angry _customer_	un _cliente_ enojado	S1247		u _c_ e	shopping	people	A2	1247	noun				cliente	clien																	
1248	where is a _shop assistant_?	¿dónde hay un _dependiente_?	S1248		d h u _d_	shopping	people	A2	1248	noun				dependiente	depen																	
1249	an _approximate_ price (not aproximativo)	un precio _aproximado_	S1249	aproximado for results, aproximativo for methods:: aproximado is more widely used	u p _a_	precision	vagueness	A2	1249	descriptor				aproximado	aprox																	
1250	which _product_	qué _producto_	S1250		q _p_	shopping	product	A2	1250	noun				producto	produ																	
1251	amigo: don't _reduce_ it again	no lo _reduzcas_ otra vez	S1251	infinitive: reducir	n l _r_ o v	shopping		A2	1251	verb				reducir	reduc																	
1252	_wild_ animals	animales _salvajes_	S1252	savage	a _s_	status	animals	A2	1252	descriptor				salvajes	salva																	
1253	an _optional_ extra	un extra _opcional_	S1253		u e o	status	choice	A2	1253	descriptor				opciónal	opció																	
1254	she is _unemployed_ right now	Está _desempleada_ ahora mismo	S1254	desempleada is an adjective in this phrase, derived from the past participle	e _d_	status	people	A2	1254	descriptor				calvo	calvo																	
1255	it was _pure_ 	era _puro_	S1255		e _p_	status	precision	A2	1255	descriptor				puro 	puro 																	
1256	an _additional_ bed	una cama _adicional_	S1256	morph	u c _a_	status	quantity	A2	1256	descriptor				adicional 	adici																	
1257	_crowded_ places	lugares _lleno de gente_	S1257	places full of people	_l_ l d g	status	status	A2	1257	descriptor				lleno de gente	lleno																	
1258	a _funny_ conversation	una conversación _cómica_	S1258		u c _c_	status	status	A2	1258	descriptor				comíco	comíc																	
1259	a _private_ area	una zona _privada_	S1259	morph	u z _p_	status	status	A2	1259	descriptor				privado	priva																	
1260	the agony of being _famous_	la agonía de ser _famoso_	S1260	morph	l a d s _f_	status		A2	1260	descriptor				famoso 	famos																	
1261	no need to be _afraid_	no hay por qué _tener miedo_	S1261		n h p q _t m_	status		A2	1261	descriptor				asustado	asust																	
1262	I was _astonished_	me quedé _asombrado_	S1262	infinitive: asombrar : to astonish	m q _a_	status		A2	1262	descriptor				asombrado	asomb																	
1263	an _unhappy_ child	un niño _infeliz_	S1263	felicitations / felicity	u n _i_	status		A2	1263	descriptor				infeliz 	infel																	
1264	I am still _alive_	todavía estoy _vivo_	S1264	in vitro / in vivo - experiments	t e _v_	status		A2	1264	descriptor				vivo 	vivo 																	
1265	fast _asleep_	_dormido_ profundamente	S1265	infinitive: dormir : to sleep	_d_ p	status		A2	1265	descriptor				dormido	dormi																	
1266	to lie _awake_	quedarse _despierto_	S1266	infinitive: despertarse : to wake up::despertar : to wake someone else up	q _d_	status		A2	1266	descriptor				despierto 	despi																	
1267	to be _exhausted_	estar _agotado_	S1267	infinitive: agotar	e _a_	status		A2	1267	descriptor				agotado	agota																	
1268	until this _messy_ room	hasta esta habitación _desordenada_	S1268	infinitive: desordenar	h e h _d_	status		A2	1268	descriptor				desordenado	desor																	
1269	_poor_ cities	ciudades _pobres_	S1269	morph : poverty	c _p_	status		A2	1269	descriptor				pobre 	pobre																	
1270	she was _separated_ from the group	ella fue _separada_ del grupo	S1270	infinitive: separar	e f _s_ d g	status		A2	1270	descriptor				separado	separ																	
1271	_public_ transport	transporte _público_	S1271	morph	c e _d_ r	status		A2	1271	descriptor				desgraciado	desgr																	
1272	it is very _advanced_	es muy _avanzada_	S1272	infinitive: avanzar	e m _a_	status		A2	1272	verb				avanzar	avanz																	
1273	I ate the _rest_ of the pizza	comí el _resto_ de la pizza	S1273		c e _r_ d l p	status		A2	1273	noun				resto	resto																	
1274	the time _remaining_	el tiempo _restante_	S1274		e t _r_	status		A2	1274	descriptor				restante 	resta																	
1275	an _odd_ number	un número _impar_	S1275		u n _i_	status		A2	1275	descriptor				impar 	impar																	
1276	somewhat _individual_	algo _individual_	S1276		a _i_	status		A2	1276	descriptor				individual	indiv																	
1277	a _luxury_ hotel	un hotel de _lujo_	S1277	j => x morph	u h d _l_	status		A2	1277	descriptor				lujo	lujo																	
1278	a _pair_ of	un _par_ de	S1278		u _p_ d	status		A2	1278	noun				par	par																	
1279	we should _confirm_ our booking.	deberíamos _confirmar_ nuestra reservación	S1279	infinitive: confirmar	d _c_ n r	status		A2	1279	verb				confirmar	confi																	
1280	my ticket has _expired_	mi billete ha _expirado_	S1280	infinitive: expirar	m b h _e_	status		A2	1280	verb				expire	expir																	
1281	can you keep a _secret_	¿puede guardar un _secreto_	S1281		p g u _s_	status		A2	1281	noun				secreto	secre																	
1282	an _experienced_ pilot	un piloto _experimentado_	S1282	infinitive: experimentar : to experience / to try new things	u p _e_	status		A2	1282	descriptor				experimentado	exper																	
1283	_extraordinary_ results	resultados _extraordinarios_	S1283	ary => ario morph	r _e_	status		A2	1283	descriptor				extraordinario 	extra																	
1284	our _telephone_ is not working	nuestro _teléfono_ no funciona	S1284	morph	n _t_ n f	tech	tech	A2	1284	noun				teléfono	teléf																	
1285	a_phone call_	una _lamada telefónica_	S1285	morph	u _l t_	tech	tech	A2	1285	noun				lamada telefónica	lamad																	
1286	my first _computer_	mi primer _ordenador_	S1286	infinitive: ordenar	m p _o_	tech	tech	A2	1286	noun				ordenador	orden																	
1287	an advanced _screen_	una _pantalla_ avanzada	S1287		u _p_ a	tech	tech	A2	1287	noun				pantalla	panta																	
1288	provided that the _internet_ works	siempre que funcione el _internet_	S1288	siempre que = provided that / as long as	s q f e _i_	tech	tech	A2	1288	noun				internet	inter																	
1289	amigo: _connect_ the cable!	¡_conecta_ el cable!	S1289	infinitive: conectar	_c_ e c	tech	tech	A2	1289	verb				conectar	conec																	
1290	amigo: _unplug_ it!	¡_desenchúfa_lo!	S1290	infinitive: desenchufar	_d_l	tech	tech	A2	1290	verb				desenchufar	desen																	
1291	either the _coffee maker_ or…	o la _cafetera_ o…	S1291	teapot = tetera	o l _c_ o	tech	tech	A2	1291	noun				cafetera	cafet																	
1292	a large _blender_	una _licuadora_ grande	S1292	q => c morph	u _l_ g	tech	tech	A2	1292	noun				licuadora	licua																	
1293	we have a _dishwasher_	tenemos un _lavaplatos_	S1293	infinitive: lavar : to wash	t u _l_	tech	tech	A2	1293	noun				lavaplatos	lavap																	
1294	by the _kettle_	junto al _hervidor_	S1294	infinitive: hervir : to boil	j a _h_	tech	tech	A2	1294	noun				hervidor	hervi																	
1295	neither the _iron_ nor…	ni la _plancha_ ni...	S1295	morph	n l _p_ n	tech	tech	A2	1295	noun				plancha	planc																	
1296	my only _camera_	mi única _cámara_	S1296		m ú _c_	tech	tech	A2	1296	noun				cámara	cámar																	
1297	the _radiator_ is cold	el _radiador_ está frío	S1297	morph	e _r_ e f	tech	tech	A2	1297	noun				radiador	radia																	
1298	where is the _vacuum_	dónde está el _aspiradora_	S1298	morph	d e e _a_	tech	tech	A2	1298	noun				aspiradora	aspir																	
1299	the  _air conditioning_ is excellent	el _aire acondicionado_ es excelente	S1299	morph	e _a a_ e e	tech	tech	A2	1299	noun				aire acondicionado	aire 																	
1300	_electricity_ is cheap here	la _electricidad_ es barata aquí	S1300	morph	l _e_ e b a	tech	tech	A2	1300	noun				electricidad	elect																	
1301	despite the _fan_	a pesar del _ventilador_	S1301	morph::infinitive: ventilar	a p d _v_	tech	tech	A2	1301	noun				ventilador	venti																	
1302	_wireless_ technology	 tecnología _inalámbrica_	S1302	wire / cable : alambre :: to fence with wire	 t _i_	tech	tech	A2	1302	descriptor				inalámbrica	inalá																	
1303	advanced _technology_	_tecnología_ avanzada	S1303	morph	_t_ a	tech	tech	A2	1303	noun				tecnología	tecno																	
1304	a complicated _map_	un _mapa_ complicado	S1304	masculine despite the spelling	u _m_ c	travel	misc	A2	1304	noun				mapa	mapa																	
1305	her _suntan_	su _bronceado_	S1305	bronzed	s _b_	travel	misc	A2	1305	noun				bronceado	bronc																	
1306	a cargo _ship_	un _barco_ de carga	S1306	from which we get the verb to embark	u _b_ d c	travel	transport	A2	1306	noun				barco	barco																	
1307	an electric _bicycle_	una _bicicleta_ eléctrica	S1307		u _b_ e	travel	transport	A2	1307	noun				bicicleta	bicic																	
1308	_I will take the train_	_tomaré el tren_	S1308	infinitive: tomar el tren	_t e t_	travel	transport	A2	1308	verb				tomar el tren	tomar																	
1309	the _underground_	el _metro_	S1309		e _m_	travel	transport	A2	1309	noun				metro	metro																	
1310	a _high-speed_ train	un tren de _alta velocidad_	S1310	morph	u t d _a v_	travel	transport	A2	1310	descriptor				alta velocidad	alta 																	
1311	where can we _park_	¿dónde podemos _estacionar_?	S1311	infinitive: estacionar	d p _e_	travel		A2	1311	verb				estacionar	estac																	
1312	_I am discovering_	_estoy descubriendo_	S1312	infinitive: descubrir	_e d_	travel		A2	1312	verb				descubrir	descu																	
1313	full of _tourists_	lleno de _turistas_	S1313		l d _t_	travel		A2	1313	noun				turistas	turis																	
1314	_ideally_ we can see the sea	_idealmente_ podemos ver el mar	S1314	suffix	_i_ p v e m	travel		A2	1314	descriptor				ideal	ideal																	
1315	we are _exploring_ the area	estamos _explorando_ la zona	S1315	infinitive: explorar	e _e_ l z	travel		A2	1315	verb				explorar	explo																	
1316	I am _at home_	estoy _en casa_	S1316	casa = > castle => house	e _e c_	phrase	a_gen	A2	1316	phrase				en casa	en ca																	
1317	it's none of my _business_	no es _asunto_ mío	S1317		n e _a_ m	phrase		A2	1317	noun				asunto	asunt																	
1318	always a _pleasure_	siempre un _placer_	S1318		s u _p_	phrase		A2	1318	noun				placer	place																	
1319	what a _surprise_!	¡qué _sorpresa_!	S1319		q _s_	phrase		A2	1319	noun				sorpresa	sorpr																	
1320	is everything _in order_	está todo _en orden_	S1320		e t _e o_	phrase		A2	1320	descriptor				en orden	en or																	
1321	_I wish_ we could have visited	_ojalá_ pudiéramos haber visitado	S1321		_o_ p h v	phrase		A2	1321	phrase				ojalá	ojalá																	
1322	the latest _news_	las últimas _noticias_	S1322		l ú _n_	news	a_gen	A2	1322	noun				noticias	notic																	
1323	despite the _event_	a pesar del _evento_	S1323		a p d _e_	news	a_gen	A2	1323	noun				evento	event																	
1324	the car _crashed_	el coche _chocó_	S1324	infinitive: chocar	e c _c_	news	accident	A2	1324	verb				chocar	choca																	
